բ տ ե լ	բ տ ե լ
գ ր ո ղ	գ ր ո ղ
հ ա վ ր	հ ա վ ր
փ չ ա կ	փ չ ա կ
թ ր ա շ	թ ր ա շ
դ պ ի ր	դ պ ի ր
վ ա գ ր	վ ա գ ր
գ ր ա մ	գ ր ա մ
վ ռ ա զ	վ ռ ա զ
բ լ ո կ	բ լ ո կ
շ ք ե ղ	շ ք ե ղ
կ թ ո տ	կ թ ո տ
մ ս ո տ	մ ս ո տ
ո ր ո մ	ո ր ո մ
լ ո ղ ա լ	լ ո ղ ա լ
գ դ ա լ	գ դ ա լ
մ հ ե ր	մ հ ե ր
մ շ ա կ	մ շ ա կ
դ հ ո լ	դ հ ո լ
տ ն ա կ	տ ն ա կ
կ լ ա փ	կ լ ա փ
ն շ ե լ	ն շ ե լ
շ վ ե դ	շ վ ե դ
ռ ի ո ն	ռ ի ո ն
կ զ ա կ	կ զ ա կ
մ կ ա ն	մ կ ա ն
պ ճ ե ղ	պ ճ ե ղ
ե ղ ե գ	ե ղ ե գ
ռ ե տ ի ն	ռ ե տ ի ն
հ ա ք ե ր	հ ա ք ե ր
խ ե լ ո ք	խ ե լ ո ք
կ ա պ ա ր	կ ա պ ա ր
գ ա ր ի կ	գ ա ր ի կ
կ ո ր ե ա	կ ո ր ե ա
ս ո ր ո ս	ս ո ր ո ս
կ ո տ ո ր	կ ո տ ո ր
ս ե լ ա վ	ս ե լ ա վ
բ ո ր ո տ	բ ո ր ո տ
լ ե ն ի ն	լ ե ն ի ն
հ ի շ ե լ	հ ի շ ե լ
տ ի կ ի ն	տ ի կ ի ն
հ ե ս ա ն	հ ե ս ա ն
ն ա մ ա կ	ն ա մ ա կ
ն ա զ ա ր	ն ա զ ա ր
ա յ ս օ ր	ա յ ս օ ր
կ ե ն ա լ	կ ե ն ա լ
ն ո տ ա ր	ն ո տ ա ր
կ ա ճ ա ռ	կ ա ճ ա ռ
ա զ դ ա կ	ա զ դ ա կ
ծ ա գ ե լ	ծ ա գ ե լ
կ ա դ ի ս	կ ա դ ի ս
ն ո ր ե կ	ն ո ր ե կ
կ ա տ ա ր	կ ա տ ա ր
ա թ լ ա ս	ա թ լ ա ս
ֆ ա գ ո տ	ֆ ա գ ո տ
ը ն թ ա ց	ը ն թ ա ց
ա ր ծ ա թ	ա ր ծ ա թ
ջ ո կ ե լ	ջ ո կ ե լ
հ ե տ ե ւ	հ ե տ ե ւ
հ ա յ ո ց	հ ա յ ո ց
ա ռ ջ ե ւ	ա ռ ջ ե ւ
կ ի թ ա ռ	կ ի թ ա ռ
հ ա լ վ ե	հ ա լ վ ե
պ ա պ կ ա	պ ա պ կ ա
ա ր ձ ա կ	ա ր ձ ա կ
ա ղ դ ա մ	ա ղ դ ա մ
ն ի կ ո լ	ն ի կ ո լ
գ ե տ ա կ	գ ե տ ա կ
բ ո ժ ո ժ	բ ո ժ ո ժ
ա ր դ ա ր	ա ր դ ա ր
ք ա մ ո տ	ք ա մ ո տ
ա բ ր ա մ	ա բ ր ա մ
պ ա ր ե տ	պ ա ր ե տ
ք ե ո փ ս	ք ե ո փ ս
խ ա լ ի ֆ	խ ա լ ի ֆ
վ հ ո ւ կ	վ հ ո ւ կ
վ ի գ ե ն	վ ի գ ե ն
ք ա շ ա ն	ք ա շ ա ն
տ ո ղ ա ն	տ ո ղ ա ն
ք ա մ ե լ	ք ա մ ե լ
հ ա վ ե տ	հ ա վ ե տ
հ ա տ ո ր	հ ա տ ո ր
բ ի լ ա կ	բ ի լ ա կ
ռ ե հ ա ն	ռ ե հ ա ն
տ ո լ մ ա	տ ո լ մ ա
ա ղ ո թ ք	ա ղ ո թ ք
տ ե ղ ի ք	տ ե ղ ի ք
պ ր ա հ ա	պ ր ա հ ա
լ ո գ ի ն	լ ո գ ի ն
օ ր գ ա ն	օ ր գ ա ն
ղ ա լ ա թ	ղ ա լ ա թ
ա ր մ ե ն	ա ր մ ե ն
թ ո շ ա կ	թ ո շ ա կ
բ ա ն ա լ	բ ա ն ա լ
հ ա շ ի վ	հ ա շ ի վ
թ ո ն ի ր	թ ո ն ի ր
ա ք ս ո ր	ա ք ս ո ր
ս ո ն ի ճ	ս ո ն ի ճ
չ ա փ ե լ	չ ա փ ե լ
ա ր ս ե ն	ա ր ս ե ն
պ ա ր ե ն	պ ա ր ե ն
ղ ա յ ի շ	ղ ա յ ի շ
փ ա փ ա գ	փ ա փ ա գ
ս ա զ ա լ	ս ա զ ա լ
լ ա չ ա ռ	լ ա չ ա ռ
ֆ ե ր մ ա	ֆ ե ր մ ա
հ ա մ ո վ	հ ա մ ո վ
չ ի դ ա ր	չ ի դ ա ր
խ ո պ ա ն	խ ո պ ա ն
գ ո ռ ա լ	գ ո ռ ա լ
է թ ի կ ա	է թ ի կ ա
կ ո լ ա ժ	կ ո լ ա ժ
ս ա դ ա փ	ս ա դ ա փ
հ ր ե ս	հ ր ե ս
ծ ա ր ա վ	ծ ա ր ա վ
դ ե ղ ի ն	դ ե ղ ի ն
լ ի ն ե լ	լ ի ն ե լ
կ լ ա ր ա	կ լ ա ր ա
ա ն գ ե ղ	ա ն գ ե ղ
ա մ ա յ ի	ա մ ա յ ի
դ ե յ ր ա	դ ե յ ր ա
դ ի ր ա գ	դ ի ր ա գ
գ ե ղ ց ի	գ ե ղ ց ի
հ ա չ ե լ	հ ա չ ե լ
ա բ ո ր տ	ա բ ո ր տ
ս լ ա յ դ	ս լ ա յ դ
շ ի ն ե լ	շ ի ն ե լ
թ ի թ ե ռ	թ ի թ ե ռ
մ խ ո ց	մ խ ո ց
ս ա հ ա կ	ս ա հ ա կ
ձ ա ղ ե լ	ձ ա ղ ե լ
կ ա ր ո ս	կ ա ր ո ս
ա ր ծ ի վ	ա ր ծ ի վ
փ ա ր պ ի	փ ա ր պ ի
ն ե ր կ ա	ն ե ր կ ա
ն կ ո ւ ղ	ն կ ո ւ ղ
ա կ ն ո ց	ա կ ն ո ց
կ ա ր ի ն	կ ա ր ի ն
ք ո չ ե լ	ք ո չ ե լ
ձ ա գ ա ր	ձ ա գ ա ր
պ ո ղ ո ս	պ ո ղ ո ս
շ ի ր ա կ	շ ի ր ա կ
մ ա հ ա կ	մ ա հ ա կ
մ ա ճ ա ռ	մ ա ճ ա ռ
տ ո ն ե լ	տ ո ն ե լ
տ ա ճ ա ր	տ ա ճ ա ր
գ ո մ ե շ	գ ո մ ե շ
ժ ը ն ե ւ	ժ ը ն ե ւ
ա կ տ ի վ	ա կ տ ի վ
ճ ո ճ ե լ	ճ ո ճ ե լ
բ ի հ ա ր	բ ի հ ա ր
լ ի տ վ ա	լ ի տ վ ա
օ ր թ ա խ	օ ր թ ա խ
ա լ ա ն ի	ա լ ա ն ի
բ ա ր ե ւ	բ ա ր ե ւ
մ ա տ ա կ	մ ա տ ա կ
մ ե տ ա ղ	մ ե տ ա ղ
ս ե ր ո ժ	ս ե ր ո ժ
բ ե ղ ե ր	բ ե ղ ե ր
ժ ո ղ ո վ	ժ ո ղ ո վ
բ ա ժ ի ն	բ ա ժ ի ն
բ ա ն ա ն	բ ա ն ա ն
բ ա խ ե լ	բ ա խ ե լ
շ ա վ ի ղ	շ ա վ ի ղ
շ ե փ ո ր	շ ե փ ո ր
ս ա հ ե լ	ս ա հ ե լ
ա ր ա ր ք	ա ր ա ր ք
հ ե ծ ա ն	հ ե ծ ա ն
պ ա ր ա ն	պ ա ր ա ն
ռ ա բ ի զ	ռ ա բ ի զ
մ ա ր ա տ	մ ա ր ա տ
չ ո փ ի կ	չ ո փ ի կ
ս ո ֆ ի ա	ս ո ֆ ի ա
մ թ ա ր	մ թ ա ր
ծ ծ ա կ	ծ ծ ա կ
շ տ ա պ	շ տ ա պ
տ ա գ ր	տ ա գ ր
ք ս ա կ	ք ս ա կ
գ ր ի չ	գ ր ի չ
մ ղ ո ն	մ ղ ո ն
ց ա ծ ր	ց ա ծ ր
փ լ ա վ	փ լ ա վ
լ կ տ ի	լ կ տ ի
կ ա ր ի ճ	կ ա ր ի ճ
ա մ ր ա կ	ա մ ր ա կ
հ ե ղ ե ղ	հ ե ղ ե ղ
գ ի ս ա կ	գ ի ս ա կ
վ ա ռ ե լ	վ ա ռ ե լ
ա ն տ ի կ	ա ն տ ի կ
խ ա ռ ա ն	խ ա ռ ա ն
դ ո գ մ ա	դ ո գ մ ա
ն կ ո ւ ն	ն կ ո ւ ն
շ ե ղ ե լ	շ ե ղ ե լ
լ ա ր ե լ	լ ա ր ե լ
գ ո ւ գ լ	գ ո ւ գ լ
թ ո ղ ե լ	թ ո ղ ե լ
հ ե ծ ե լ	հ ե ծ ե լ
պ ա չ ի կ	պ ա չ ի կ
ա ր շ ա կ	ա ր շ ա կ
ա ղ վ ե ս	ա ղ վ ե ս
կ ա յ ա ն	կ ա յ ա ն
ա ն ե ծ ք	ա ն ե ծ ք
գ ե ր ե լ	գ ե ր ե լ
ս ե ր գ ո	ս ե ր գ ո
ն ա խ ն ի	ն ա խ ն ի
ծ ի ծ ե ռ	ծ ի ծ ե ռ
մ ե ռ ա ծ	մ ե ռ ա ծ
ք ա ն ա ն	ք ա ն ա ն
հ ա տ ա կ	հ ա տ ա կ
ք ա ն ո ն	ք ա ն ո ն
ա ն դ ա մ	ա ն դ ա մ
լ ա կ ո տ	լ ա կ ո տ
բ ե կ ե լ	բ ե կ ե լ
ա ղ ե ր ս	ա ղ ե ր ս
ռ ո բ ո տ	ռ ո բ ո տ
բ ա ց ա տ	բ ա ց ա տ
կ ա թ ս ա	կ ա թ ս ա
բ ո վ ե լ	բ ո վ ե լ
հ ա չ ա ղ	հ ա չ ա ղ
թ ո մ ա ս	թ ո մ ա ս
մ ա ն ա թ	մ ա ն ա թ
ձ ա վ ա ր	ձ ա վ ա ր
բ ա լ ի կ	բ ա լ ի կ
լ ե ւ ո ն	լ ե ւ ո ն
ն ո խ ա զ	ն ո խ ա զ
թ ա յ ֆ ա	թ ա յ ֆ ա
գ ր ե ն ա	գ ր ե ն ա
հ ե ք ի մ	հ ե ք ի մ
տ ե ս ա կ	տ ե ս ա կ
դ ա դ ա ր	դ ա դ ա ր
մ ի ջ ա տ	մ ի ջ ա տ
հ ա տ ի կ	հ ա տ ի կ
զ ո ռ ո վ	զ ո ռ ո վ
տ ա ճ ա տ	տ ա ճ ա տ
ա լ ի բ ի	ա լ ի բ ի
պ ո չ ա տ	պ ո չ ա տ
խ ո ր ե ն	խ ո ր ե ն
վ ա ս ա լ	վ ա ս ա լ
պ ո լ ի ս	պ ո լ ի ս
ն ա դ ի ր	ն ա դ ի ր
մ ի ջ ե ւ	մ ի ջ ե ւ
գ ո ր կ ի	գ ո ր կ ի
օ դ ե ս ա	օ դ ե ս ա
ը ն տ ի ր	ը ն տ ի ր
մ ա ն ր է	մ ա ն ր է
մ ո ր թ ի	մ ո ր թ ի
ի լ հ ա մ	ի լ հ ա մ
ե ր կ ո ւ	ե ր կ ո ւ
ա ն ո ն ք	ա ն ո ն ք
բ ե կ ո ր	բ ե կ ո ր
տ ա կ ա ռ	տ ա կ ա ռ
խ ա ղ ա լ	խ ա ղ ա լ
մ ա մ ի կ	մ ա մ ի կ
պ ա տ ի ժ	պ ա տ ի ժ
ն ե խ ա ծ	ն ե խ ա ծ
բ լ ո գ	բ լ ո գ
ա մ ե ն	ա մ ե ն
վ ի շ տ	վ ի շ տ
ա ր ո տ	ա ր ո տ
օ ժ ի տ	օ ժ ի տ
ը ն ե լ	ը ն ե լ
կ ե ր պ	կ ե ր պ
լ ո տ ո	լ ո տ ո
խ ա լ ի	խ ա լ ի
գ ի ն դ	գ ի ն դ
տ ա տ ի	տ ա տ ի
օ ր ա ն	օ ր ա ն
վ ա ղ ն	վ ա ղ ն
լ ա յ ն	լ ա յ ն
ս ո ճ ի	ս ո ճ ի
ի ն գ ա	ի ն գ ա
մ ա ր տ	մ ա ր տ
բ ա ց ի	բ ա ց ի
հ ա յ տ	հ ա յ տ
ա տ ե լ	ա տ ե լ
պ ա պ ա	պ ա պ ա
ռ ի ց ա	ռ ի ց ա
թ ա ն կ	թ ա ն կ
ա լ ո ե	ա լ ո ե
տ ո հ մ	տ ո հ մ
չ ի լ ի	չ ի լ ի
օ թ ե լ	օ թ ե լ
կ ի ր ք	կ ի ր ք
լ ա ն ջ	լ ա ն ջ
գ ո վ ք	գ ո վ ք
ա մ ո թ	ա մ ո թ
դ ա ժ ե	դ ա ժ ե
բ ա ր ի	բ ա ր ի
պ ա պ ի	պ ա պ ի
թ ե ր ի	թ ե ր ի
վ ի ր ք	վ ի ր ք
կ ա ֆ ե	կ ա ֆ ե
ս ե ր բ	ս ե ր բ
թ ա վ ա	թ ա վ ա
լ ա վ ա	լ ա վ ա
լ ա ն չ	լ ա ն չ
վ ա շ տ	վ ա շ տ
օ ծ ե լ	օ ծ ե լ
ա ր ա ր	ա ր ա ր
ա դ ա մ	ա դ ա մ
շ ա մ բ	շ ա մ բ
պ ա ր զ	պ ա ր զ
թ ե բ ե	թ ե բ ե
բ ի ր տ	բ ի ր տ
վ ի ք ի	վ ի ք ի
հ ե ս տ	հ ե ս տ
բ ա խ տ	բ ա խ տ
խ ա չ ո	խ ա չ ո
խ ի ն դ	խ ի ն դ
վ ա ն կ	վ ա ն կ
խ ո ս ք	խ ո ս ք
ա ս ի ա	ա ս ի ա
ի ր ա ք	ի ր ա ք
թ ա ր մ	թ ա ր մ
փ ա ս տ	փ ա ս տ
օ յ ի ն	օ յ ի ն
ա բ ր ա	ա բ ր ա
փ ի ճ ի	փ ի ճ ի
է մ ի ն	է մ ի ն
մ ա մ ա	մ ա մ ա
օ մ ա ր	օ մ ա ր
ի ր ա ն	ի ր ա ն
լ ե ր կ	լ ե ր կ
գ ա յ լ	գ ա յ լ
խ ո ր շ	խ ո ր շ
ա ն ե լ	ա ն ե լ
օ մ ա ն	օ մ ա ն
հ ա ճ ո	հ ա ճ ո
ց ա ն ց	ց ա ն ց
հ ա յ ց	հ ա յ ց
ա ն ո թ	ա ն ո թ
բ ա ն տ	բ ա ն տ
ղ ա ր ս	ղ ա ր ս
մ ա յ ր	մ ա յ ր
հ ա վ ա	հ ա վ ա
հ ա շ տ	հ ա շ տ
հ ա ր թ	հ ա ր թ
օ ֆ ի ս	օ ֆ ի ս
մ ա ր ի	մ ա ր ի
ի վ ա ն	ի վ ա ն
մ ե ղ մ	մ ե ղ մ
խ ի ղ ճ	խ ի ղ ճ
ա ծ ե ր	ա ծ ե ր
ս ե ր տ	ս ե ր տ
մ ե ր ձ	մ ե ր ձ
տ ե ղ ի	տ ե ղ ի
կ ե ղ ծ	կ ե ղ ծ
ա ր ա ղ	ա ր ա ղ
լ ի ք ը	լ ի ք ը
ծ ա խ ս	ծ ա խ ս
խ ե ն թ	խ ե ն թ
զ ա ն գ	զ ա ն գ
կ ի ն ո	կ ի ն ո
փ ո ս տ	փ ո ս տ
խ ա ն դ	խ ա ն դ
ա ռ ն ո	ա ռ ն ո
ռ ի ս կ	ռ ի ս կ
կ ա ր տ	կ ա ր տ
վ ա ն ո	վ ա ն ո
օ ս լ ա	օ ս լ ա
վ ա ր կ	վ ա ր կ
ա տ ե ն	ա տ ե ն
ա ղ ի ք	ա ղ ի ք
ա ր ա մ	ա ր ա մ
ա ծ ե լ	ա ծ ե լ
կ ծ ո ւ	կ ծ ո ւ
բ ե ռ ն	բ ե ռ ն
ա ն ե ր	ա ն ե ր
փ ո շ ի	փ ո շ ի
ա ղ ի ճ	ա ղ ի ճ
մ ա ր զ	մ ա ր զ
կ ա ր գ	կ ա ր գ
ց ա յ գ	ց ա յ գ
հ ե ր թ	հ ե ր թ
ա ս վ ի	ա ս վ ի
կ ե ն տ	կ ե ն տ
վ ե ր ջ	վ ե ր ջ
ա բ ա ս	ա բ ա ս
գ ո ր շ	գ ո ր շ
զ ա ր դ	զ ա ր դ
վ ի կ ի	վ ի կ ի
գ ա ն գ	գ ա ն գ
հ ի մ ա	հ ի մ ա
ք ա ո ս	ք ա ո ս
խ ա ռ ը	խ ա ռ ը
գ ո տ ի	գ ո տ ի
ն ե ր ս	ն ե ր ս
ջ ե ր մ	ջ ե ր մ
շ ի վ ա	շ ի վ ա
հ ա ր ց	հ ա ր ց
ա գ ա թ	ա գ ա թ
ժ ա ն ի	ժ ա ն ի
գ ա ղ թ	գ ա ղ թ
ս ի ր տ	ս ի ր տ
լ ո բ ի	լ ո բ ի
ա ր ա տ	ա ր ա տ
տ ո գ ո	տ ո գ ո
մ ո շ ի	մ ո շ ի
ռ ա ս ա	ռ ա ս ա
ճ ա ն ճ	ճ ա ն ճ
կ ա շ ի	կ ա շ ի
զ ե ր ծ	զ ե ր ծ
տ ա ր ա	տ ա ր ա
ռ ի գ ա	ռ ի գ ա
խ ո ր թ	խ ո ր թ
պ ո մ պ	պ ո մ պ
ա ր փ ի	ա ր փ ի
ա լ ո ճ	ա լ ո ճ
շ ա ր ք	շ ա ր ք
հ ո մ ս	հ ո մ ս
տ ա ն ը	տ ա ն ը
փ ո ր ձ	փ ո ր ձ
վ ե ր ք	վ ե ր ք
փ ե ս ա	փ ե ս ա
ն ա ն ի	ն ա ն ի
ս ա ղ մ	ս ա ղ մ
կ ա ռ ե	կ ա ռ ե
լ ա ր ի	լ ա ր ի
ա տ ա մ	ա տ ա մ
ա կ ո ս	ա կ ո ս
գ ա ն ա	գ ա ն ա
կ ա ր թ	կ ա ր թ
ս ա յ լ	ս ա յ լ
շ ո գ ի	շ ո գ ի
օ ն ի կ	օ ն ի կ
ա մ ա ռ	ա մ ա ռ
շ ա ն թ	շ ա ն թ
մ ա վ ի	մ ա վ ի
թ ե մ ա	թ ե մ ա
բ ա ն կ	բ ա ն կ
հ ա ղ բ	հ ա ղ բ
հ ո ր դ	հ ո ր դ
ս ա ն դ	ս ա ն դ
լ ա մ պ	լ ա մ պ
տ ե ս ք	տ ե ս ք
հ ա ն դ	հ ա ն դ
կ ա զ մ	կ ա զ մ
ճ ի շ տ	ճ ի շ տ
տ ա ր ի	տ ա ր ի
կ ո ղ ք	կ ո ղ ք
բ ա յ ց	բ ա յ ց
ց ա տ կ	ց ա տ կ
չ ո ր ս	չ ո ր ս
է թ ա լ	է թ ա լ
դ ա չ ա	դ ա չ ա
փ ա յ տ	փ ա յ տ
վ ա զ ք	վ ա զ ք
կ ա մ ա	կ ա մ ա
է ս օ ր	է ս օ ր
լ ի մ ա	լ ի մ ա
հ ա ղ թ	հ ա ղ թ
հ ե տ ո	հ ե տ ո
զ ա ր կ	զ ա ր կ
թ ի ք ա	թ ի ք ա
ա ռ ի ք	ա ռ ի ք
մ ո ւ ն ջ	մ ո ւ ն ջ
մ ե ղ ո ւ	մ ե ղ ո ւ
ա ծ ո ւ խ	ա ծ ո ւ խ
բ ե ր ր ի	բ ե ր ր ի
ս ո ո ւ լ	ս ո ո ւ լ
տ ո ւ ն կ	տ ո ւ ն կ
ո ւ ռ հ ա	ո ւ ռ հ ա
մ ո ր ո ւ	մ ո ր ո ւ
շ ո ւ շ ա	շ ո ւ շ ա
շ ո ւ ր թ	շ ո ւ ր թ
հ ո ւ յ լ	հ ո ւ յ լ
ք ո ւ լ ա	ք ո ւ լ ա
ո ւ ր ա ն	ո ւ ր ա ն
բ ո ւ ր դ	բ ո ւ ր դ
ս ո ւ յ ն	ս ո ւ յ ն
ո ւ ն ա կ	ո ւ ն ա կ
թ ո ւ թ ք	թ ո ւ թ ք
ց ո ւ ր տ	ց ո ւ ր տ
տ ո ւ ր ք	տ ո ւ ր ք
լ ո ւ մ ա	լ ո ւ մ ա
բ ո ւ ր գ	բ ո ւ ր գ
զ ո ւ ս պ	զ ո ւ ս պ
գ յ ո ւ տ	գ յ ո ւ տ
ք ո ւ ր ձ	ք ո ւ ր ձ
շ ո ւ շ ի	շ ո ւ շ ի
գ յ ո ւ ղ	գ յ ո ւ ղ
կ ո ւ ռ ք	կ ո ւ ռ ք
բ ո ւ յ լ	բ ո ւ յ լ
բ ա ք ո ւ	բ ա ք ո ւ
բ ո ւ յ ն	բ ո ւ յ ն
խ ո ւ մ բ	խ ո ւ մ բ
ծ ա խ ո ւ	ծ ա խ ո ւ
է գ ո ւ ց	է գ ո ւ ց
մ յ ո ւ ս	մ յ ո ւ ս
բ ա ն ն ա	բ ա ն ն ա
ճ յ ո ւ ղ	ճ յ ո ւ ղ
փ ո ւ ն ջ	փ ո ւ ն ջ
